,id,comment,class
505,505,Excelente claro que você deve fazer mais cursos como este,2
506,506,"foi realmente uma experiência incrível, maravilhoso curso com um monte de conhecimento para aprender, um monte de facilitações que torna o estudo processo muito interessante, muito obrigado pelos seus esforços, estou muito entusiasmado para ter uma visita à escola de medicina de Leiden e centro de um dia ^ _ ^ e continuar a aprender a partir de uma excelente equipe médica = D",2
507,507,Eu amei este curso. Eu tenho ensinado anatomia para estudantes do fisioterapeuta por dois anos e este curso me ajudou muito a melhorar meu ensino. Obrigado por seu trabalho duro!,2
508,508,curso muito interessante! Grandes vídeos e instrutores. T,2
509,509,Estou tão feliz Universidade de Leiden está trabalhando com Coursera. Tal um grande claro!,2
510,510,"Este é um bom curso, eu estou feliz que você me deu a oportunidade de obter um certificado. É um assunto que eu realmente sinto que eu ganhar mais conhecimento agora.",2
511,511,"Bem organizada, muito bom para principiantes e intermediários.",2
512,512,Ótimo curso!,2
513,513,"eu nunca vi como isto muito, muito incrível worki gostaria de repetir este curso 10 vezes",2
514,514,Eu amo isso ! Obrigado por fazer isso por nós,2
515,515,"iam soooo feliz por se juntou a este curso, que me ajudam a avaliar minhas habilidades e aumentá-la",2
516,516,"Uma boa reciclagem em anatomia abdominal. Embora com alguns aspectos negativos. O sotaque era difícil de entender no início. A maior parte do conteúdo do curso é para iniciantes em nível de graduação. No entanto, ainda é bom.",2
517,517,Você tem uma idéia de como você é sortudo de ter acesso a um curso como este ?! Normalmente você teria que estar matriculado em escola de medicina.,2
518,518,vídeos fantásticos que andam através de anatomia em um verdadeiro corpo humano!,2
519,519,"difícil é claro que está cheio de informações, mas se a anatomia é o seu 'coisa' então este é um bom caminho a tomar.",2
520,520,conteúdo incrível e recursos!,2
521,521,"Eu realmente quero agradecer a todos vocês! Na verdade, eu nunca experimentou que palestra impressionante! A embriologia é a lição mais diffucule para mim, e por esta palestra, eu não acho que é chato e difícil de understand.At ao mesmo tempo, eu realmente reconhecer usando o que você leraned é a coisa coolist na world.You pode descobrir como responsáveis ​​os professores são (incluir todos os indivíduos que participam na tomada desta palestra)! obrigado a todos novamente !!",2
522,522,Perfeito,2
523,523,"curso difícil, mas fascinante e muito bem apresentado. Eu nunca ia passar no teste final, porque eu simplesmente não precisa saber os detalhes. No entanto, eu sou muito grato por ter conseguido a linha de chegada. Obrigado.",2
524,524,incrível curso ajuda-me um monte,2
525,525,"é uma maldição muito, muito chato, não recomendo a ninguém, por favor, para o seu bom em everyboduy matar outra pessoa este curso, não envergonhar-se e as universidades que representam",0
526,526,"Excelente, clara e bem explicado, não esmagadora. Dissecções realmente ajuda a ter uma compreensão mais realista. materiais suplementares boas cobrir o material com grande foco, e se mais detalhes são necessários, é fácil obter esses outros lugares. Grande esforço por U. Leiden!",2
527,527,é um curso muito bom especialmente para estudante de medicina,2
528,528,Simplesmente fantástico!,2
529,529,Excelente!!! Eu estou impressionado; eles explicam muito bem e é muito interessante para aprender com eles apesar de seu sotaque.,2
530,530,grande curso com grandes vídeos de dissecação. materiais do curso são muito interessantes. Eu entendi a anatomia do abdomen que a escola médica não poderia me ensinar.,2
531,531,"curso muito difícil, mas um extremamente detalhado.",2
532,532,Eu estou caindo este curso. não o e-mail mais para este curso. Como faço para desenrolar neste curso.,0
533,533,"V difícil, mas gratificante! Eu não recebi a nota eu pensei que eu faria nesta classe ... mas eu aprendi muito mais do que eu pensei que eu poderia! Muito em profundidade e minuciosa, eu acho que valorizam o conhecimento que receberam mais do que o sub-par grau I recebido. ;)",2
534,534,"O curso em si é 10 de 10: esmagadoramente informativo, apresentados de uma forma totalmente envolvente, lotes e lotes de recursos visuais. Mosca na sopa: assistentes de ensino (chamados mentores aqui) aparentemente vieram de muito diferente (incluindo hierárquicos) sociedades e os alunos são obrigados a tomar os mentores diversificado fundo e atitude em consideração. Não o contrário.",2
535,535,"muito difícil, mas excelente campo",2
536,536,Eu gostei do curso.,2
537,537,"Campo agradável, uma tarefa difícil, mas muito impugnável. Agradável estrutura e fácil de understand.I queria atualizar meu conhecimento em anatomia e em tais ganhou muito mais em return.Thanks aos professores para seu tempo e esforço em fazer este MOOC.Very agradou.",2
538,538,"Não significado para os alunos novos para a área médica. Apesar dos desafios, o material é muito fascinante e qualquer pessoa interessada em anatomia vai aprender alguma coisa. O curso utiliza a pesquisa fora. Eu poderia desfrutar de toda a experiência do curso mais se o projeto não fosse tão técnico. Eu, no entanto, apreciar o desafio e seriedade do tema.",2
539,539,"Ótimo curso, como a maneira de ensinar. Realmente começa a partir observando e vai para um alto nível de conhecimento.",2
540,540,"Muito bom material, explicações e professores. Recomendado para todos aqueles que desejam aprender.",2
541,541,Im amando isso até agora.,2
542,542,"Muito bom curso, ainda no início, mas gosto tanto.",2
543,543,Excelente campo e bem desenhado. Mesmo que alguns dos conceitos que mais difícil para mim entender agora tenho uma compreensão básica da estrutura do abdômen.,2
544,544,Nice and curso necessário.,2
545,545,Me gusto mucho,2
546,546,me gusto mucho,2
547,547,chevere,2
548,548,"Eu adorei, foi muito divertido e relaxante.",2
549,549,"EXCELENTE CURSO.GRANDES TUTORASEXCELENTE METODOLOGIA DE Ensino Y APRENDIZAJE.SE ABORDARON LOS Assuntos de MANERA ENTENDIBLE, comprensible Y CON RETOS QUE invitan Um RAZONAR Y APLICAR LOS conocimientos ADQUIRIDOS.ESPERO PIENSEN ELABORAR UNA SEGUNDA ETAPA DE INTERMEDIA Y AVANZADA",2
550,550,"Até agora, o curso é apenas um tutorial para usar zero e eles não estão ensinando a programar esse é o nome do curso.",0
551,551,Muy buen curso para Aprender zero.,2
552,552,curso muito maravilhoso para aprender as noções básicas de programação usando o risco linguagem divertida e interativa,2
553,553,"Um curso oferecendo muito acessível, introdução clara para o conceito de programação visto como uma rede de algoritmos, suplantada com uma infinidade de exemplos da vida real. Em seguida, ele introduziu um software formosa intuitiva, desenvolvido pelo MIT - zero, o que permite iniciar praticamente a criação de animações e, assim, programar. Mesmo que eu não sou um hispano-hablante fluente, apenas o conhecimento de Inglês e alguma cultura clássica deve torná-lo possível para que você siga. Ao mesmo tempo, isso deve ser muito complicado, deve haver legendas / versão em Inglês para todos os vídeos e de todos os outros materiais. Não tentei que embora.",2
554,554,explicações muito fácil e boas,2
555,555,legal,2
556,556,"Os professores do sexo masculino parecem falar metade chinesa o tempo, portanto, não ser capaz de compreender o material para os alunos que não são fluentes em chinês. Eu prefiro o Professor fêmea da Advanced Neurobiologia I que apresentou o material em Inglês, e de uma forma atraente e coerente.",0
557,557,"Os temas são realmente interessantes e avançado! No entanto, há um monte de falar em chinês, devido a questões / respostas de professor e alunos, e os questionários são um pouco fácil demais. Eu aprendi muito embora.",1
558,558,"Se você não falam chinês é um curso terrível ... As palestras são gravadas a partir de palestras na universidade e o ritmo é muito lento e não muito bem explicado (pelo menos na primeira semana). As transcrições para o Inglês são incompletos, então compreender este curso é muito, muito complicated.I não recomendo a todos.",0
559,559,Excelente campo !!!!!!!!!!!! realmente avançado com muitos recursos!,2
560,560,Este curso ensina dicas de forma eficaz e construtiva de discutir!,2
561,561,Gosto da maneira como ele é apresentado.,2
562,562,Ótimo curso e muito grandes exercícios,2
563,563,Great Course ... Embora eu sinta temos de discutir mais estudos de caso,2
564,564,conhecimentos muito úteis e definitivamente um curso de conhecimentos melhorando,2
565,565,"Muito interessante, bem explicado, e curso prático. Infelizmente você precisa do Excel 2013 profissional para completá-lo e fazer mais do mesmo.",2
566,566,Na etapa profundidade de explicações passo em como usar o Excel para análise e visualização,2
567,567,"Eu já tinha as habilidades básicas em excel, mas eu aprendi muitas coisas novas. A explicação foi muito clara e eu gostava das lições muito. Neste momento, eu não posso gastar dinheiro para a minha própria aprendizagem desde que gastar muito dinheiro para a educação do meu filho, mas courser e pwc deu grandes oportunidades para eu aprender como auditor.",2
568,568,Great Course. Muita Analytics dispõe de Excel ... Eu amo itttt,2
569,569,Boas habilidades básicas para criar gráficos clara e convincente para a visualização de dados,2
570,570,Ótimo!,2
571,571,Ótimo curso. Bem estruturado e cada conceito foi explicado muito bem! Me fez sentir entusiasmado sobre aprender mais.,2
572,572,A experiência de aprendizagem excelente,2
573,573,Bom curso para a compreensão de como criar nível avançado de gráficos.,2
574,574,Este curso me deu a oportunidade de aprender muito. Graças à PwC,2
575,575,"Excelente curso e que abriu meus olhos para a ampla gama de ferramentas Excel de energia e sua capacidade de fornecer simples, mas poderosas painéis visuais para tomada de decisões executivas. Obrigado pela oportunidade de participar do curso.",2
576,576,Informações úteis sobre visualização no Excel e apresentar dados.,2
577,577,Muito útil! Eu adquiri um monte de novas habilidades com este curso!,2
578,578,"Muito boa visão geral e exercícios práticos para manter os alunos foco. Os exercícios podem ser muito técnica, prepare-se para passar mais tempo com ela.",2
579,579,Muito informativo e mais relevante do que outros cursos para um ambiente de negócios envolvendo simulações de fenômenos econômicos,2
580,580,Eu não tinha quaisquer ideias sobre poderes do Excel! Obrigado muito!,2
581,581,"Há alguns excelentes ferramentas abordados neste curso. É aprendizado nível avançado de Excel. Houve algumas falhas no programa. Houve falta de conteúdo às vezes. No geral, fiquei impressionado com o que o curso coberto.",2
582,582,Um grande curso para pessoas que trabalham com dados,2
583,583,"Excelentes materiais do curso, muito aplicável para profissionais que trabalham com dados",2
584,584,"Prático, passo-a-passo e fácil de entender, muito obrigado aos esforços da PwC instrutor para projetar e desenvolver tal um curso fantástico, olhar para a frente para completar toda a especialização!",2
585,585,Very nice claro e muito útil. É realmente ajuda a ganhar a visualização e análise de habilidades em profundidade,2
586,586,"conselhos grandes práticas empresariais, mas não muito ricas com a prática da vida real, como visualização de impressão, tema de cor profissional escolhido, etc.Achieved: 2017/02/26",2
587,587,"Oi, eu estou muito animado sobre o curso, graças a você e sua equipe para uma excelente visão geral das ferramentas de análise de dados e visualização no Excel. Todos os vídeos são muito consistentes e contêm mensagem muito clara e informativa.",2
588,588,Boa introdução prática! Bom curso.,2
589,589,Muito útil e abrangente,2
590,590,"Eu realmente aprendi muito durante este curso, especialmente, como modelos de dados construir e dashboards. Vale a pena o tempo gasto.",2
591,591,Excelentes materiais e abordagem. Foi um curso muito útil.,2
592,592,Ótimo curso para análise de dados e excel!,2
593,593,Um bom..!,2
594,594,"ter estratégia competitiva estudado e agora a avançar com curso de estratégia avançada. Ele ilustrar mais detalhes ao me que ajudarão o trabalho. Além disso, o conhecimento obtido envolvem lotes de novas idéias.",2
595,595,Eu tenho conhecer muitas habilidades em competição com muitos casos verdadeiros. Obrigado!,2
596,596,"Bom conteúdo, mas a tradução chinesa é ruim, o que torna questionário bastante obscura em sentido",2
597,597,"Não é difícil de entender, interessante, útil ao fazer escolhas.",2
598,598,naturalmente muito úteis. E obrigado por instruções claras do professor.,2
599,599,Um curso interessante e obrigado por traduzi-lo.,2
600,600,O curso é mais sobre a estratégia competitiva de negócios e há muitos exemplos vivos. Thumb up!,2
601,601,Este curso é muito útil para me fazer entender a economia eo th finanças,2
602,602,Estou muito animado que eu tenho sido capaz de concluir com êxito o meu primeiro curso Specialization.Great!,2
603,603,Eu gosto de todos estes cursos,2
604,604,A investigação tem como seis meses,2
605,605,"Foi um excelente desafio que testou toda a minha adquirir habilidade anterior ao longo da especialização. Eu realmente me diverti muito com este curso. Dê uma chance e fazer o seu melhor. Certamente, você vai succeed.Cheers!",2
606,606,"O conteúdo do curso é grande, mas a avaliação por pares é simplesmente inútil e quase aleatória. Esta especialização tem de apresentar uma avaliação final efectivo por um perito real, não pares.",0
607,607,Escrevendo trabalho de pesquisa é um dos cursos mais úteis para todos os profissionais.,2
608,608,Tenho aprendido muito. Todos os cursos do especialização foram ensinados de uma forma que foi fácil de entender. Vou sentir falta Tamy Chapmans rosto sorridente.,2
609,609,"Gostaria muito de agradecer por seu trabalho duro. Foi um curso bom. Eu aprendi muito de você. Além disso, eu estou ansioso para participar com você em outro curso. Obrigado mais uma vez novamente.",2
610,610,É um grande momento na minha experiência acadêmica. Obrigado Prof Tamu.,2
611,611,Excelente campo! Sou grato a todos os que tornaram possível.,2
612,612,"Jefferson é uma figura fascinante, controversa, brilhante e extremamente importante - sem dúvida um ""fundador"", se quiserem - na história da nossa nação. Professor Onuf traz à luz os aspectos-chave do pensamento, trabalho e realizações de Jefferson, levando este participante do curso de querer explorar tudo o que ele fez, os desafios, e especialmente as pessoas, que ele estava contra, seu relacionamento com Sally Hemings e como isso influenciou seus pontos de vista sobre a escravidão, e muito mais.",2
613,613,"Realmente perspicaz curso dando uma visão realmente incrível ao passado clima político dos EUA, mas também realmente lançar luz sobre o clima atual, bem.",2
614,614,"Gostei muito de aprender mais sobre Thomas Jefferson através das leituras exigidas e palestras do Professor Onuf, e recomendaria este curso para qualquer pessoa que queira saber mais sobre o terceiro presidente dos Estados Unidos e da Universidade de Virginia. O meu tempo foi bem gasto.",2
615,615,"Excelente classe! Esta é uma visão geral de que Jefferson era, o que ele realmente pensava e acreditava, o que suas contradições eram e por que eles existiram, e como a percepção dele mudou através de diferentes períodos históricos. Eu achava que sabia uma quantidade razoável de informações sobre Jefferson e o período revolucionário, mas eu aprendi muito sobre o contexto histórico e cultural da época e como isso moldou o pensamento de Jefferson! Dada dividir nosso atual do sistema judicial sobre se a Constituição deve ser considerada de acordo com a intenção originalist ""ou se é um documento vivo, fiquei surpreso ao descobrir que o próprio Jefferson viu-o como um documento vivo, a ser remodelada por cada geração. Entender por que ele pensou que realmente é essencial para a compreensão de como pensar sobre o problema hoje. Portanto, este não é apenas história, é eventos atuais! Eu estava preocupado que o curso parecia ser tudo palestra, mas pela segunda semana eu era viciado. Dr Onuf é um orador convincente, e tenta transmitir que estava Jefferson, o mundo que ele existia, e levá-lo a pensar sobre Jefferson em toda a sua complexidade. O material de leitura é tudo pertinente e (obrigado!) Não esmagadora. Este curso é ""do tamanho certo"" para um fórum online. Eu acho que você poderia gastar cerca de uma nossa ou talvez dois por semana nas palestras e material de leitura, e fazer bem. Você faria um favor a si para ver cada palestra duas vezes, porém, como há uma grande quantidade de material em cada one.I consideraria retomar o curso de revisão, e definitivamente fazer um outro curso do Dr. Onuf. Isso foi ótimo, e eu não dizer que ligeiramente.",2
616,616,"apresentação emocionante. Excelente portrial das mudanças periódicas no pensamento de TJ com sua ascensão, queda e renascimento. Enquanto um pensador conroversial ele realmente era um renascimento homens que irão inspirar gerações futuras. América não seria excepcional, nem mesmo um país livre, Empowed pelo povo.",2
617,617,"A única recomendação seria adicionar mais fotos, mapas, ilustrações, etc para as palestras, em vez de vinte minutos da câmera apontada para o professor. Seria ajudar a manter a atenção do espectador, na minha opinião.",2
618,618,"O curso é muito bem feito. Também para não-americanos é interessante, embora um monte de conhecimento de fundo pode estar faltando. Mas você tem que estar ciente que é muito mais focado nas idéias de Jefferson e menos em todas as discussões e brigas que teve com seus estadistas companheiros naquele momento. Eu teria desejado para aprender também mais sobre aqueles.",2
619,619,"Great Course! Uma análise profunda de Jefferson ideal e desejo para a nação ser. Este curso demonstram o quão grande, inteligente e sábio Jefferson era. Agora eu posso entender melhor o que JFK disse durante uma reunião Nobel vencedor do prêmio na Casa Branca: Esta é a maior concentração de inteligente nesta casa desde Jefferson jantou sozinho. Obrigado por compartilhar este curso na rede.",2
620,620,"Excelente campo! Eu aprendi muito sobre Jefferson, e eu aprecio a experiência do Dr. Onuf sobre o assunto.",2
621,621,Grande série de palestras sobre pensamentos e escritos cívicos de Jefferson.,2
622,622,As palestras são tão instigantes e iluminando ... Muito obrigado!,2
623,623,Claro fantástica pelo Dr. Onuf! Eu aprendi muito e ele ajudou a desfazer equívocos I abrigou sobre Thomas Jefferson. Grandes vídeos e leituras selecionadas. Os questionários foram relativamente desafio.,2
624,624,Muito grato para este curso ...,2
625,625,Eu amei o passeio do campus. Ela se encaixa o material e fez parecer mais como um ambiente universitário do que assistir a palestras em uma tela em uma sala de aula o tempo todo.,2
626,626,Isto é tudo o que um curso Coursera deve ser! vídeos incríveis e palestras que são bem organizados.,2
627,627,"Eu já amo este e não apenas porque Jefferson é minha vida longo caso de amor, agradável.",2
628,628,"Realmente interessante para obter uma perspectiva tão profunda em Jefferson. Eu tinha muito pouco interesse nele, mesmo crescendo em seu estado natal da Virgínia, mas agora eu não posso esperar para saber mais. Esta é uma grande pena curso um instrutor fantástico. Altamente recomendado!",2
629,629,Eu tiro meu chapéu para o professor apaixonado Onuf. Foi um grande prazer participar de suas palestras. Eles aprofundaram minha compreensão da Revolução Americana.,2
630,630,"Eu estava terrivelmente decepcionado com este curso. Mr. Onuf passa a maior parte dessas palestras implicando que Jefferson pensa sem discutir muito na forma de história real. Além disso, o curso parece mais de um comercial para a Universidade de Virginia que qualquer outra coisa. No geral, uma perda de tempo.",0
631,631,ótimo curso,2
632,632,o material fantástico para qualquer um interessante no assunto.,2
633,633,Achei o curso muito interessante e muito estimulante. Isso permitiu uma visão sobre um período muito interessante na história do mundo.,2
634,634,prof excelente,2
635,635,Claro excepcional! Eu teria gostado de várias semanas. estilo e métodos em apresentar o material do Dr. Onuf tornou possível entender Jefferson em uma maneira que eu não ter entendido antes. professor maravilhoso. Obrigado.,2
636,636,Realmente interessante e claro agradável.,2
637,637,visão geral excelente de uma das figuras mais importantes na história americana.,2
638,638,"Um curso muito agradável, embora com algumas instâncias de inclinação política para a esquerda.",2
639,639,muito informativo,2
640,640,"Como um ex-aluno da UVA, foi maravilhoso para ver o lugar novamente, ouvir algumas das histórias que ouvimos em torno de ""motivos"" - não campus aqui - quando eu era um adolescente. Tenho seguido história da vida de Jefferson, mas Professor Onuf ainda consegue me dizer algumas coisas que eu não conhecia. Bem pesquisado palestras.",2
641,641,"Sendo australiano, eu não sabia nada sobre Jefferson por isso vim a este curso sem expectativas. Achei fascinante como ele explicou, não só sobre Jefferson, mas sobre o modelo americano de Governo e americanos vista única da sua nação. Às vezes, é intrigante para uma pessoa de fora para ver este super nacionalismo e fidelidade à Constituição e da Declaração de Independência. Como um aparte, gostaria de saber o que Jefferson pensaria da aparente obsessão com as palavras literais dos fundadores com relação a coisas como controle de armas. Muito interessante indeed.Mr Onuf é um excelente professor. Você trouxe os aliveThanks tópico",2
642,642,Great Course,2
643,643,"Eu não sabia nada sobre Jefferson antes de este curso e nada sobre sua 'idade' - não tenho certeza que eu sou muito mais sábio sobre o último depois que ele! Eu gostava dos passeios ao redor dos sítios históricos e eu pensei que o professor veio tão quente e entusiasta, mas parecia que ele estava pregando sobre um santo ao invés de dar uma avaliação acadêmica destacada de uma figura histórica e eu achei que era difícil ver a madeira para as árvores, às vezes. Hagiográfica pode ser uma descrição cruel mas certamente foi muito respeitoso ao grande homem. Eu também gostei do uso de um estudante em cooperação com o lecturer.- ele definir o cenário bem e foi um bom entrevistador.",1
644,644,As palestras são vídeos apenas do professor bloviating sobre Jefferson. Não há nada acadêmico sobre este curso.,0
645,645,orientação útil para um bom americano que mais ou menos dormido durante todos os seus cursos hx americanos em seu fedelho. Eu tenho um melhor sentido muito do papel importante (se controversal) Jefferson desempenhado na formação dos valores e estrutura dos EUA.,2
646,646,Eu recomendo este curso. Eu aprendi muito sobre Jefferson.,2
647,647,"Great, thanks!",2
648,648,"Ótimo curso que levá-lo muito bem através das complexidades de planejamento ágil para produtos de software. Os instrutores são experientes e o material é bom. Os vídeos cobrir um lote, mas as cours notas complementares e os recursos suplementares torna mais fácil para analisar e utilizar o material na prática, durante situações de trabalho reais.",2
649,649,"Lotes de conteúdo bem estruturado, fácil de seguir e informativo. Você sabe que é a ponta de um grande iceberg, por isso é uma boa forma de começar e deixar você querendo mais.",2
650,650,Este curso fica melhor como você se move para o curso!,2
651,651,"Great Course, aprendi um monte de ferramentas extremamente úteis para a gestão de produtos de software.",2
652,652,Bom para aprender a desenvolvimento de software produto plano usando Agile,2
653,653,Muito interestening para iniciar em agilidade. Eu aprendi e compreendeu um monte de things.Easy de entender para não Inglês mãe tongue.Thank you very much.,2
654,654,grande classe,2
655,655,metodologias de planejamento bons e exemplos,2
656,656,"Realmente aprendendo muito, bem explicado e ilustrado.",2
657,657,"Realmente como este, é claro! Eu acho que é o melhor em esta especialização. Obrigado a todos!",2
658,658,"Toneladas de grande informação! No entanto, seria ótimo para ir ao longo de mais das aplicações da vida real dos conceitos.",2
659,659,ótimo curso,2
660,660,"Esse curso é ótimo! Todo o material é descrito em forma fácil. Eu gosto muito minhas tarefas que tinha de ser feito e, em seguida, colocar marcas por outros estudantes.",2
661,661,É muito completo pacote de conhecimento e de testes. Eu tenho um monte de novas oportunidades devido a este curso. Obrigado.,2
662,662,"É excelente curso em termos de conhecimento que eu ganho. No entanto, as questões de múltipla escolha são um padrão bit pouco para entender. É parecido com que você está examinando a nossa habilidade Inglês :)",2
663,663,"curso realmente útil! Obrigado, Coursera!",2
664,664,É grande experiência de aprendizagem ..,2
665,665,79 USD? apenas para ser capaz de apresentar trabalhos classificados por pares ... conversa sobre a ganância,0
666,666,Este curso me ajudou a aumentar os meus conhecimentos e habilidades em planejamento de projetos utilizando Agile.,2
667,667,boa bonita .. um pouco difícil em comparação com o resto embora.,2
668,668,Como de costume para este especificações - um curso de alta qualidade.,2
669,669,"Grandes exemplos usados ​​em vídeos do curso. As notas do curso pode ser um trabalhado um pouco mais em termos de modelos e exemplos, mas eles são bastante extensa e um recurso inestimável. O corpo docente é rápido para responder a perguntas do fórum, que é ótimo!",2
670,670,"Bastante interessante, pode não ser profunda o suficiente, mas grande curso, no entanto!",2
671,671,Cheio de novas informações sobre o planejamento ágil!,2
672,672,grande curso,2
673,673,"O curso mais robusto nesta sequência. É bem projetado, muito claro, ensina material útil de forma eficaz, e é divertido de tomar.",2
674,674,Muito fácil de entender.,2
675,675,Eu acho que alguns métodos de estimação não são realmente realista,2
676,676,É um grande campo,2
677,677,Outra grande curso de especialização! grandes instrutores que são muito apaixonado. Realmente torná-lo divertido e interessante de aprender.,2
678,678,ótimo curso,2
679,679,"Minha pelo menos parte favorita do curso, mas ainda estava bem juntos. Conteúdo não é tão interessante quanto o resto da especialização. Senti um pouco ""Project Manager' em vez do gerente de produto.",2
680,680,É claro que muito útil,2
681,681,Foi ótimo curso.,2
682,682,Ótimo curso! informação muito útil para iniciantes e para aqueles que já tem uma experiência com planejamento ágil.,2
683,683,"Alguma parte do material de aprendizagem não preocupação para o planejamento ágil, por exemplo, absolutamente não mencionado planejamento kanban.",2
684,684,Este é um curso de boa série de processo Agile treinador com pro genérico,2
685,685,Realmente gostei t,2
686,686,Faz muitas coisas compreensível e clara,2
687,687,Boa Course.,2
688,688,"Uma das melhores coursers que tenho visto em Coursera até agora. A qualidade de produção de vídeo, estrutura e conteúdo do curso é extra ordinária comparado com outros cursos que eu tenho visto até agora.",2
689,689,Very nice conteúdo e apresentado tão bem. Deve ler e altamente recomendado é claro para todos os gestores e analistas de negócios.,2
690,690,"Estou Krishna Kant Kumar, trabalhando como uma qualidade software analyst.Through este curso, eu aprendi, como estimar uma iteração ou fazer uma estimativa de projeto.",2
691,691,"atribuições ambíguas levou à conclusão pesado. O pares classificação A ficou um pouco irritante como, por vezes, que demorou muito para obter feedback e muitas vezes feedback foi mínima ou os critérios para a classificação foi vago e pessoas levou muito a sério.",1
692,692,"Não é o melhor, mas se você é um novato no campo de gerenciamento você pode encontrar informações valiosas dentro.",2
693,693,Eu recomendo toda essa especialização. É claramente ensinada e exige a sua aplicação prática por toda parte. Eu aprendi muito e desfrutamos o processo. Muitos graças Uni de Alberta.,2
694,694,Quarto para melhoria: -Case estudos mais Assignment,2
695,695,Obrigado!,2
696,696,"Como um software de engenheiro e freelancer no domínio software técnico, para mim este curso realmente tinha toda a carne (até agora), enquanto os primeiros cursos de especialização senti como se eles não levaram muito esforço para passar.",2
697,697,"Muito útil para conhecer diferentes tecnicas de projeto de software / productplanning. Embora alguns desses tecniques são (na minha opinião) notvery relevante em um ambiente Agile (como estruturas de divisão de trabalho, pert ou gráficos gant) o curso é bom para aprender como usar os toolsand também nos perguntar se são ou não realmente relevantes ou útil, se seguirmos a abordagem Agile.",2
698,698,Eu realmente gostava de fazê-lo,2
699,699,Os materiais e aulas do curso são excelentes,2
700,700,"Muito bom curso. Eu estava esperando um pouco mais de profundidade, mas eu realmente gostei da abordagem eles tomaram e suas atribuições.",2
701,701,palestras impressionantes! Muito obrigado!,2
702,702,Ótimo curso! Obrigado!,2
703,703,"Super-duper, muito útil!",2
704,704,"Este curso tem o mínimo de informação que seus cursos irmão, você pode precisar adicionar mais detalhes focar o planejamento mais e dar mais atribuição se for o caso.",2
705,705,Outra excelente módulo de um verdadeiramente excelente Especialização,2
706,706,bom curso,2
707,707,Campo agradável. conteúdo decente e palestras sempre bem estruturados. As atribuições de pares poderia ter sido melhor embora.,2
708,708,Isso é mais esclarecedor do que os cursos anteriores da especialização. Parecia que aprender novos materiais e técnicas em vez de simplesmente revendo conceitos que eu já sabia. Eu também gostava que as atribuições necessária a criação de artefatos reais e rever o trabalho dos outros. As entrevistas da indústria eram uma boa adição também.,2
709,709,Realmente animado sobre o curso .. !!!,2
710,710,"Muito difícil, embora muito instrutivo.",1
711,711,Eu acho que ti é um curso muito interessante e bem estruturado.,2
712,712,"Estou participando neste curso, que tem um excelente material, estou aprendendo novas habilidades, por escrito, uma pesquisa artigo.",2
713,713,curso muito interessante,2
714,714,"O curso tem melhorado a minha experiência de leitura. Escrevendo nas margens ... até agora eu nunca desafiou ou pediu o escritor quaisquer perguntas. Essa idéia nunca me ocorreu antes, mas interagindo com textos fornece ""quarto"" na página para a minha conversa com o escritor, que é um lembrete visual de que todos os textos são parte de uma discussão em curso e não são a última palavra sobre um determinado assunto .obrigado, Prof. Bazanova!",2
715,715,É um curso muito interessante e útil. Ele melhorou significativamente a minha leitura e escrita. Muito obrigado!,2
716,716,"interessante, informativo e útil. Gosto muito da parte auto-questionando o que torna a publicação de leitura mais fácil. Obrigado.",2
717,717,É um curso ao mesmo tempo muito interessante e útil para todos que está planejando para ampliar as habilidades de um escritos scentific de uma forma muito envolvente e sistemática.,2
718,718,Muito interessante e claro útil!,2
719,719,"Obrigado por seu curso. Eu melhorei minhas habilidades de alfabetização acadêmicos. Eu ainda tenho que continuar a melhorar, mas agora estou no caminho certo!",2
720,720,"O curso é excelente! Direto ao ponto, ambos professores podem explicar o assunto de uma forma muito fácil. O curso foi uma agradável surpresa !! Eu recomendo fortemente!",2
721,721,Ansioso para curso de 3!,2
722,722,"Excelente campo com uma equipe muito apoio e professores no fórum. No topo do que alinhando as atribuições para ""O Romance dos Três Reinos"" A história faz com que seja divertido para seguir adiante.",2
723,723,Muito bom curso e excelentes professores!,2
724,724,material do curso fantástica de grandes profissionais!,2
725,725,"Realmente útil, focado e motivado. Altamente recomendado!",2
726,726,Foi realmente um bom curso que me proporcionou conhecimento útil para o meu curso de pós-graduação.,2
727,727,"Excelentes, educacionais e espirituoso palestras! Uma das melhores aulas sobre Coursera.",2
728,728,I como Prof. Tobias Kretschmer forma de comunicar o curso e explicar o conteúdo de maneira prática e bem organizada. O curso é muito útil para o meu trabalho.,2
729,729,Great Course eo professor é ótimo!,2
730,730,Eu amo esse cara; Muito divertido professor que é fácil de entender. A classe em si também foi muito interessante e eu aprendi muita coisa que eu posso aplicar a minha posição atual como um analista sênior em uma empresa de pesquisa da indústria.,2
731,731,"Fácil de seguir, um bom conteúdo e explicações abrangentes",2
732,732,Curso e exemplos são geralmente boas. Em casos raros o questionário tem respostas que labells 'correta' que eu acho que poderia ser debatido.,2
733,733,curso interessante. informações valiosas sobre os efeitos de rede.,2
734,734,"Excelente campo, um excelente professor !!!!, Muito obrigado !!!",2
735,735,Um curso agradável para os opics celebrados a partir da camada de base.,2
736,736,OBRIGADO!,2
737,737,"Excelente campo, ensina o professor Tobias tão bom!",2
